fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4.3971591236362695,0.22791242802903833,0.28185921939031333,6.069472806838236,0.0868467914341897,12.58341617862698,196.95988477728514,0.9902584300236612,3.1590401413839184,0.4661025738740092,11.165694969891337,7
7.845259225931141,0.26001903472031435,0.43300214796064684,7.446442942754537,0.046713385292114086,62.94162532010877,223.73813407414866,0.9934952733894085,3.208149315154525,0.5793678390906314,11.388029103336118,4
7.652780044503072,0.42754630765046486,0.4350787635873884,0.2721694868296378,0.010927981046041188,50.048851117606624,206.06841134662267,0.9924636853049543,3.230473544856577,0.682944735535955,10.045585568699844,7
7.507218227191648,0.290166326207316,0.2260791949220849,-0.41728262914777137,0.04666591076438962,59.61293664151925,82.16156233733673,0.9933804758239003,3.236132937659267,0.5491782699796219,10.71474769354373,5
8.593806948529554,0.294881075940755,0.449754518657106,8.68167011201448,0.019298331622588497,41.966178133290605,78.05605478013867,0.9935509738779602,3.07622151085312,0.5046832944955962,10.57605464263839,7
6.035458542604897,0.12080604428162461,0.2816022279213951,4.32758005801084,0.06499932115149833,-0.29285665221171087,87.79484914233066,0.9945808847527547,3.348760436214276,0.43319627668731525,10.322195514294924,6
5.039551614397369,0.24598317016039978,0.4753967550779,5.55421138112379,0.05754702981795283,61.400673182854725,144.11146627987793,0.9918167220955256,3.123666171098777,0.3788339955283838,10.704603933799016,8
6.808961290149543,0.2534553605880799,0.2060828762253531,4.565567404925801,0.042239978823555645,20.619337884931824,19.029204824799308,0.9977280894378201,3.25752246400896,0.6120536065651044,12.00773156855566,4
6.448249610382317,0.18879421660122547,0.31520260811206074,14.15506459899238,0.03871438615117193,22.00282535196432,113.37593341867122,0.9884577998174333,3.1653766849759273,0.4731205163760427,11.789940766444712,5
5.805015568198911,0.28238319528739203,0.2711799221548128,12.834981918014499,0.04133084536445797,37.95752744724254,198.20171978934732,0.9933202266444183,3.2463431847554562,0.6165773602133401,9.081767187037372,4
6.796196100465866,0.23278994807495806,0.45672364458788567,0.0894961808002428,0.046182038875531045,58.72990739339254,180.15365030597857,0.9965086929292326,3.157850790078263,0.4537492934204992,11.682482180288329,7
6.10491330993404,0.2887995440767941,0.2672662540120595,3.682754613289721,0.02901082953048607,53.20588127719079,116.76347735062595,0.9954303176590078,3.249045231486185,0.41857824725028875,11.929372047297642,6
4.51319313163612,0.29336533108008284,0.3249061765185893,10.735021766644925,0.015469432217968388,50.70677904299235,119.98239375024791,0.9910754932704142,3.188891669517951,0.5362878777710267,10.318586791977161,6
6.326470301968111,0.17486702063950915,0.39081736771956593,9.469874809226535,0.07105137682728226,29.99894010113259,162.50777253929343,0.991575263521036,3.3120760855976035,0.48158104668047597,11.110136524557332,5
5.4227122832849854,0.2361428039268492,0.39543101796313435,6.188564392118094,0.03752117851706692,29.7306720564341,178.14892209787845,0.9909796223220202,3.0671972435183203,0.3573918534928189,11.092802000763621,6
7.2011424930942,0.28851117110369173,0.4364343128967806,0.598238954682401,0.04967494829172117,41.18104235566113,115.7416661210602,0.9957976828919931,2.924516299616413,0.6899105162760033,9.480040059990838,6
6.047154814287149,0.4102729374272398,0.35533497322136004,2.9190457646169174,0.05227620292568487,33.08879569817994,128.4394440769239,0.9917802288144535,3.0439963870848854,0.4210317848851199,10.041652454966007,6
8.345120916383367,0.3082391090075315,0.27981013016642026,3.764485405513923,0.0530844505524147,50.418404424599004,114.344586537899,0.9947653692643703,3.350337762285705,0.5920350673291634,11.40097228662193,7
8.985025887448225,0.20718713020908297,0.28803615055695,7.812671088707413,0.020176004063834668,49.41200029641885,81.81764874155343,0.9947929042422279,3.166816177016839,0.582604229233613,9.90501331580226,4
7.7831957849154785,0.3238905235168238,0.33308067782491346,15.089008488955912,0.009131516379859352,45.352802459935994,129.0608907090729,1.0011051804047062,3.2038093443319844,0.3514590958594207,11.67059947111477,6
4.883665963421684,0.4678303778253937,0.35995109712892603,2.896910802580548,0.033048764456776174,-7.641341790079437,125.82307954112756,0.9949397537794051,3.031954507893042,0.3797373590921867,12.065966929019714,7
8.856754798542752,0.3808377119847921,0.3123394022581877,1.1672202374682765,0.05470565371317297,37.47580218251348,84.82262507048213,0.9915665679557486,3.199833058772542,0.4568339726329859,11.872406210376564,8
8.948436585485895,0.34022791834791827,0.3323044105158657,5.846208968177489,0.029985102915565113,33.44948402754408,165.8584398496035,0.9896195492138008,3.0365781033890955,0.3947788800963852,12.875765523803349,7
6.924427664700324,0.3598149193030554,0.14792953673134737,11.6618688006217,0.03819173021861686,38.156435229912034,158.94112884160032,0.9931724418560868,3.058632808742087,0.6799102009066558,10.391121261250666,5
8.619804008436192,0.43839494455714945,0.41008263413456136,-0.9791031304795856,0.0928005431024905,22.47648114471108,167.96808728591574,0.993642742472718,3.129627447576418,0.46798067995216375,10.712641288762876,6
6.1828223205393185,0.3983189473419426,0.3517334746667316,13.813534169462233,0.005400674534300216,12.778639523213169,105.75700989276436,0.9873679014178284,3.256764588676322,0.5878723947095474,10.884795657315168,5
4.473880284695534,0.34234364192294237,0.4502244496249306,5.522640053210086,0.02938925208996903,43.17335415957568,54.098033680127486,0.991858437519121,3.2727771370963765,0.5465001127900224,10.427522490011114,5
5.911630229791928,0.39755064415490937,0.3300192608888502,2.6549679882017947,0.08772528950862642,29.242877598554944,158.2615730099401,0.9948920576284827,3.2768567346906754,0.5190424693895989,11.150614768921972,6
9.148091125858183,0.16101837941095332,0.12139229057738568,-1.7609653624870116,0.04501882921610508,45.06978089302919,110.17520962823718,0.9924029329892015,2.951787382743344,0.49443533318135463,8.446555165185613,7
4.961596099305085,0.1147508222425691,0.28698645728319905,10.0032559444452,0.030468326359023967,23.89445557935889,100.54660433705772,0.9969058713571175,3.189000324941461,0.6260843778567566,10.745886466431022,4
